"","id_jogador","nome_jogador","id_partida","data_nascimento_jogador","posicao","altura","nome_temporada","minutos_partida_jogador","pontos_equipe_casa","pontos_equipe_fora","pontos_total_jogador","pontos_total_jogador_e_pontos_perdidos_jogador","arremessos_2_certos_jogador","arremessos_2_total_jogador","arremessos_3_certos_jogador","arremessos_3_total_jogador","arremessos_lance_livre_certos_jogador","arremessos_lance_livre_total_jogador","rebotes_ofensivos_jogador","rebotes_defensivos_jogador","rebotes_total_jogador","assistencias_total_jogador","roubadas_bola_jogador","tocos_total_jogador","faltas_cometidas_jogador","faltas_recebidas_jogador","erros_jogador","violacao_jogador","enterradas_total_jogador","enterradas_total_jogador","eficiencia_jogador"
"121",86,"Guilherme Filipin Alves Pereira",1503,"07/08/1983","Ala",NA,"2009/2010",4834405.95,99,83,549,1082,92,162,66,184,167,206,33,49,82,46,27,3,76,174,51,12,0,0,417
"122",91,"Hélio Rubens Garcia Filho",1535,"12/05/1975","Armador",1.83,"2009/2010",5497540.45,85,86,409,778,44,89,68,156,117,132,11,66,77,133,36,0,85,96,42,8,0,0,457
"123",95,"Ricardo Luis Probst",1535,"13/04/1976","Pivo",2,"2009/2010",4329912.5,85,86,265,452,80,144,4,15,93,119,49,133,182,21,21,15,84,86,34,6,11,11,363
"124",96,"Cauê Borges dos Santos",1528,"13/02/1991","AlaArmador",1.9,"2009/2010",1043333,73,71,21,28,6,6,3,5,0,1,3,2,5,2,2,0,1,2,4,1,0,0,22
"125",97,"Cauê Verzola de Freitas",1526,"05/05/1988","Armador",1.92,"2009/2010",712702.5,76,95,32,45,13,14,2,5,0,2,2,8,10,9,4,2,15,7,0,0,0,0,51
"126",100,"Lucas Daniel Tischer",1513,"29/03/1983","Pivo",2.08,"2009/2010",3907800.15,86,81,189,364,69,129,2,7,45,85,52,91,143,14,10,10,89,70,23,8,26,26,230
"127",102,"Leonardo Di Pacce Dos Santos",1533,"06/10/1984","Pivo",NA,"2009/2010",5169931.95,84,75,329,488,128,195,0,3,73,89,65,83,148,31,20,25,83,82,31,12,41,41,424
"128",104,"Paulo Rogerio Nery",1467,"17/03/1981","Armador",1.9,"2009/2010",3439914.35,95,90,171,372,47,83,21,61,14,23,20,33,53,35,11,1,34,27,21,1,0,0,164
"129",105,"Jimmy Dreher de Oliveira",1463,"11/04/1990","Ala",NA,"2009/2010",19.5,70,71,6,8,3,4,0,0,0,0,2,2,4,0,1,0,4,2,1,0,0,0,9
"130",107,"Rafael Ferreira De Souza",1523,"03/06/1988","AlaPivo",2.09,"2009/2010",2623444.35,95,91,155,268,59,90,1,10,34,58,22,54,76,18,19,4,31,49,26,3,15,15,179
"131",108,"Wanderson Camargo Trigueiro",1523,"10/05/1981","AlaPivo",2.04,"2009/2010",5033050.1,95,91,451,903,86,144,66,171,81,102,47,88,135,38,26,10,106,86,51,9,4,4,416
"132",113,"Paulo Fernando Moreira De Castro",1522,"07/06/1979","Pivo",2.11,"2009/2010",5099073.1,89,70,356,576,159,248,0,1,38,77,68,101,169,12,13,22,104,66,31,9,29,29,403
"133",117,"Renato Lamas Pinto",1378,"28/05/1978","Ala",2.03,"2009/2010",577572.2,81,64,45,114,12,22,5,20,6,10,4,8,12,9,4,1,9,9,9,1,0,0,32
"134",118,"Bruno Enrico Mortari",1476,"02/01/1980","Ala",1.86,"2009/2010",978501,94,90,35,62,4,5,8,16,3,4,1,9,10,3,3,0,9,4,2,0,0,0,39
"135",119,"Cesar Luiz Fabretti Araujo",1463,"08/07/1981","AlaPivo",2.02,"2009/2010",649666,70,71,9,21,1,2,2,5,1,2,0,2,2,0,0,0,4,3,0,0,0,0,6
"136",122,"Fernando Martins Alvim",1483,"26/12/1980","Pivo",2.02,"2009/2010",5967929.9,101,80,437,920,89,178,62,158,73,90,59,88,147,54,25,2,71,77,39,7,0,0,417
"137",134,"José Roberto Nardi Duarte",1520,"24/05/1988","AlaArmador",1.95,"2009/2010",5551393.1,74,73,350,802,78,154,35,127,89,113,18,84,102,59,37,2,72,98,48,15,9,9,295
"138",137,"Shamell Jermaine Stallworth",1528,"07/09/1980","Ala",NA,"2009/2010",6804359.3,73,71,701,1423,121,224,110,271,129,162,24,99,123,110,56,3,80,153,91,12,6,6,593
"139",138,"Luis Fernando da Silva",1519,"03/12/1978","AlaArmador",1.83,"2009/2010",6130409.65,70,82,411,847,65,138,74,167,59,70,18,46,64,55,37,0,71,54,51,9,0,0,330
"140",140,"Eduardo Mariano de Oliveira",1342,"29/09/1983","Ala",1.93,"2009/2010",474561.2,74,71,21,82,8,23,1,10,2,6,3,14,17,13,2,0,6,8,3,1,1,1,21
"141",145,"Renato Carbonari",1532,"24/04/1987","AlaPivo",2.05,"2009/2010",3734847.8,111,101,203,408,51,84,27,71,20,27,44,61,105,19,8,4,60,34,15,7,5,5,233
"142",146,"Guilherme Pereira Deodato",1524,"02/06/1991","Ala",1.92,"2009/2010",11.7,118,78,3,13,1,1,0,3,1,2,2,1,3,2,0,1,2,2,1,0,0,0,4
"143",147,"Alexandro da Silva de Oliveira",1438,"17/08/1983","Ala",NA,"2009/2010",3774754.9,93,80,149,340,37,69,16,46,27,64,31,27,58,38,17,4,38,54,15,1,7,7,151
"144",149,"Fernando Fischer",1532,"14/08/1981","AlaArmador",1.9,"2009/2010",4575254.95,111,101,459,910,66,125,83,189,78,93,27,60,87,34,23,3,52,60,19,5,0,0,402
"145",151,"Edwandesson Carvalho",1532,"29/03/1987","AlaArmador",1.96,"2009/2010",3391245.3,111,101,233,476,55,103,28,72,39,54,43,34,77,37,11,7,54,45,18,6,7,7,234
"146",152,"Hélio Vitor Luiz da Costa Lima",1547,"14/11/1981","AlaArmador",1.87,"2009/2010",6971474,76,74,406,751,97,164,51,119,59,66,22,76,98,85,47,0,63,60,52,16,0,0,426
"147",153,"Frederico Lima Santos",1544,"08/06/1980","Armador",1.84,"2009/2010",2666322.85,94,74,176,309,32,61,28,50,28,37,11,28,39,35,16,0,29,37,7,6,0,0,193
"148",154,"Jefferson William Andrade da Silva Antônio",1547,"29/03/1983","AlaPivo",2.07,"2009/2010",4755265.15,76,74,361,764,72,143,52,132,61,82,50,118,168,22,22,14,88,62,27,8,1,1,380
"149",155,"Luiz Felipe Campos Lemes",1545,"06/10/1980","AlaArmador",1.9,"2009/2010",5380397.05,90,77,361,808,65,121,62,171,45,53,11,52,63,104,23,0,77,53,31,6,0,0,341
"150",159,"William Fournou Drudi",1545,"22/09/1981","Pivo",2.02,"2009/2010",7899117.2,90,77,573,986,245,430,1,9,80,99,76,205,281,46,24,24,80,81,35,19,2,2,682
"151",161,"Thiago Perez Pereira da Silva",1539,"09/12/1982","Ala",1.93,"2009/2010",212707.8,102,86,26,48,2,4,7,12,1,4,4,12,16,1,1,0,14,3,1,1,0,0,32
"152",165,"Leandro Da Cruz Silva",1545,"15/05/1981","AlaPivo",2.03,"2009/2010",3673262.95,90,77,137,251,22,35,25,52,18,25,23,38,61,14,20,5,59,23,19,3,0,0,168
"153",166,"Vinícius Villela Gobor",1520,"03/09/1990","Armador",NA,"2009/2010",2392900.6,74,73,82,182,21,35,8,31,16,19,4,19,23,26,19,0,36,23,17,3,0,0,90
"154",167,"Rodrigo César Silva",1539,"28/02/1988","AlaPivo",2.05,"2009/2010",1992861.65,102,86,53,85,23,30,2,7,1,4,8,16,24,3,2,3,18,5,3,1,4,4,66
"155",168,"Guilherme Santos Hubner",1483,"28/04/1987","AlaPivo",2.1,"2009/2010",847500,101,80,12,18,6,9,0,0,0,0,2,3,5,0,0,1,3,0,1,0,2,2,14
"156",174,"Alessandro Magno Rocha Dos Santos",1503,"07/05/1977","AlaPivo",2.03,"2009/2010",4808296.75,99,83,226,468,53,102,26,69,42,57,31,89,120,16,23,9,72,45,18,8,6,6,261
"157",175,"Thiago Farias Mathias Rosa",1344,"28/07/1989","Pivo",NA,"2009/2010",188857.05,105,70,16,27,7,11,0,0,2,5,7,7,14,1,1,4,8,4,2,0,1,1,27
"158",178,"Marcos Vinícius Inácio",1521,"10/08/1984","Pivo",2.05,"2009/2010",1856947.3,71,67,92,148,34,54,0,2,24,34,15,40,55,5,4,9,46,28,9,5,12,12,119
"159",180,"Fernando Carneiro Coloneze",1541,"13/07/1978","Pivo",2.07,"2009/2010",1939735.5,90,82,98,166,36,63,0,0,26,40,29,33,62,7,5,6,20,31,11,6,6,6,120
"160",182,"Guilherme Frantz Teichmann",1547,"03/09/1983","AlaPivo",2.04,"2009/2010",6730764.4,76,74,370,638,144,225,13,39,43,71,50,147,197,40,28,26,96,70,31,9,43,43,486
"161",187,"Murilo Becker da Rosa",1545,"14/07/1983","Pivo",2.08,"2009/2010",6217563.5,90,77,612,1068,195,343,16,52,174,226,118,182,300,47,38,36,129,193,68,17,3,3,712
"162",190,"Chinwuba Uzoma Jeffersom Agba",1532,"12/01/1980","Pivo",2.08,"2009/2010",5176357,111,101,409,716,165,301,1,7,76,93,68,146,214,10,23,20,89,81,29,15,13,13,473
"163",191,"Rafael Paulo De Lara Araújo",1499,"12/10/1980","Pivo",2.12,"2009/2010",2916460.8,81,87,229,431,84,161,8,16,37,61,46,74,120,9,10,6,49,52,20,8,10,10,237
"164",192,"Larry James Taylor Jr",1532,"03/10/1980","Armador",NA,"2009/2010",5759880.5,111,101,554,1100,148,297,55,129,93,119,31,147,178,176,60,11,69,135,51,13,0,0,666
"165",193,"Marcelo Magalhães Machado",1547,"12/04/1975","Ala",2,"2009/2010",5187021,76,74,984,1976,125,234,180,425,194,233,44,188,232,101,78,7,122,202,70,3,4,4,936
"166",203,"Wagner de Carvalho França Mattos",1547,"21/09/1982","NOTFOUND",NA,"2009/2010",7020303.35,76,74,237,374,98,150,0,5,41,59,48,90,138,21,12,11,100,60,30,10,8,8,304
"167",210,"Paulo Heitor Boracini",1520,"26/12/1984","AlaArmador",NA,"2009/2010",3687533.45,74,73,353,701,61,116,60,137,51,58,16,39,55,56,26,0,40,53,56,10,1,1,285
"168",214,"Fúlvio Chiantia de Assis",1523,"15/08/1981","Armador",NA,"2009/2010",5796455.65,95,91,442,918,37,90,77,193,137,159,19,118,137,227,45,3,70,144,99,8,0,0,556
"169",216,"Renan Santos Lenz",1508,"10/09/1990","Pivo",NA,"2009/2010",1041359.5,82,78,25,47,11,19,0,1,3,6,4,4,8,1,3,2,6,5,3,0,2,2,24
"170",241,"André Luiz Brugger De Mello Rodrigues",1525,"02/04/1981","Armador",1.93,"2009/2010",3883246.05,94,90,347,698,58,114,52,127,75,89,9,51,60,53,31,6,37,65,36,8,0,0,308
"171",267,"Eduardo Magalhães Machado",1547,"10/09/1982","AlaArmador",NA,"2009/2010",6646305.95,76,74,455,958,70,134,83,203,66,81,16,97,113,117,67,9,96,96,70,10,4,4,482
"172",271,"Thomas Lutke Gehrke",1528,"24/06/1982","AlaPivo",2.03,"2009/2010",1965030.15,73,71,62,114,20,35,1,5,19,29,6,18,24,2,1,2,21,22,6,2,1,1,54
"173",273,"Luiz Felipe Elizeu Mendes Ribeiro",1520,"20/08/1979","AlaPivo",2,"2009/2010",5132569.25,74,73,333,725,86,162,29,99,74,104,64,110,174,25,29,28,89,76,28,16,3,3,369
"174",275,"Arnaldo De Souza Moreira Filho",1519,"21/10/1978","AlaArmador",NA,"2009/2010",3932704.9,70,82,342,749,59,112,46,139,86,108,11,33,44,87,24,3,28,82,36,6,0,0,290
"175",284,"Alírio Alves de Souza",1535,"22/11/1977","Pivo",2.1,"2009/2010",2085056.15,85,86,82,135,22,40,8,13,14,16,20,25,45,9,2,4,29,14,6,3,4,4,108
"176",309,"Fabricio Russo de Oliveira",1523,"01/05/1985","Ala",2,"2009/2010",5412219.45,95,91,284,603,62,91,41,121,37,58,33,109,142,49,29,7,76,46,26,2,2,2,353
"177",310,"Gustavo Santos Pereira Lima",1515,"05/07/1985","Armador",NA,"2009/2010",1446075.4,93,101,54,102,18,32,4,9,6,11,3,12,15,23,6,0,26,13,5,3,0,0,66
"178",342,"Joel Gabriel Muñoz Castillo",1503,"24/06/1980","Armador",1.75,"2009/2010",2921629,99,83,204,435,60,110,15,50,39,65,6,54,60,36,36,1,48,64,21,8,0,0,197
"179",351,"André Luiz Quirino Pereira",1520,"04/08/1979","Pivo",2.05,"2009/2010",2275054.2,74,73,172,356,50,92,17,46,21,34,28,40,68,12,15,8,47,34,14,4,11,11,173
"180",366,"Welington Reginaldo dos Santos",1547,"21/01/1981","Armador",1.85,"2009/2010",4816780.8,76,74,360,831,52,99,57,176,85,105,14,72,86,148,47,5,100,108,73,14,1,1,373
"181",445,"Márcio da Silva Dornelles",1535,"28/12/1975","Ala",1.96,"2009/2010",4596502.8,85,86,431,821,123,211,35,92,80,123,33,71,104,32,35,7,81,92,28,9,8,8,384
"182",446,"Rogério Klafke",1535,"26/03/1971","Ala",2,"2009/2010",6232648.95,85,86,481,882,95,173,66,143,93,107,46,115,161,46,28,4,49,93,39,8,0,0,504
"183",449,"Fernando Feres Penna",1520,"24/10/1983","Armador",1.89,"2009/2010",5187049.15,74,73,273,575,73,132,27,80,46,71,26,68,94,122,41,1,73,78,45,12,0,0,337
"184",480,"Valter Apolinario Da Silva",1547,"31/01/1977","Armador",1.85,"2009/2010",7052892.95,76,74,410,789,87,160,40,109,116,142,28,108,136,167,42,1,47,129,55,13,0,0,520
"185",481,"Alex Ribeiro Garcia",1547,"04/03/1980","Ala",1.9,"2009/2010",7548253.7,76,74,578,1175,124,195,75,218,105,131,24,172,196,124,40,30,97,118,41,10,12,12,677
"186",482,"Carlos Alexandre Rodrigues do Nascimento",1528,"18/04/1983","AlaPivo",2.03,"2009/2010",3534609.65,73,71,646,1207,172,292,51,147,149,182,99,244,343,59,37,24,96,149,49,20,9,9,791
"187",483,"Vitor Alves Benite",1475,"20/02/1990","AlaArmador",1.9,"2009/2010",4553332.25,96,70,260,621,53,121,36,106,46,61,13,50,63,53,15,7,54,65,26,4,0,0,215
"188",789,"Rafael Diogo Da Silva",1503,"28/02/1988","Armador",NA,"2009/2010",1955285.75,99,83,88,199,14,34,16,38,12,17,7,16,23,21,21,0,33,21,13,4,0,0,89
"189",801,"Ralfi Silva Ansaloni",1517,"26/12/1987","Pivo",NA,"2009/2010",3556486.1,71,60,172,326,64,119,0,5,44,73,33,59,92,10,10,8,72,59,26,8,11,11,169
"190",825,"Mark Antonio Borders",1513,"28/10/1982","Armador",1.87,"2009/2010",4604287.7,86,81,376,746,82,150,50,123,62,77,24,76,100,125,38,0,46,63,56,10,0,0,417
"191",828,"Daniel Almiro Zillmer",1434,"27/03/1986","Ala",1.98,"2009/2010",2976450.65,104,109,183,383,56,93,13,49,32,50,17,24,41,9,9,1,35,30,19,7,1,1,126
"192",848,"Adriano de Abreu  Machado",1503,"28/01/1983","Pivo",NA,"2009/2010",3445606.35,99,83,225,430,79,161,8,18,43,54,44,100,144,14,11,34,64,45,40,10,11,11,275
"193",948,"Caio Roberto Ranches de Souza",1469,"12/03/1987","Ala",1.92,"2009/2010",2807346.5,90,93,56,144,12,24,8,28,8,12,4,13,17,9,6,0,15,15,7,1,0,0,44
"194",1007,"Vinicius de Oliveira Cornelio Pastor",1401,"09/09/1990","Ala",2,"2009/2010",1038167,74,68,16,34,5,9,1,4,3,4,2,5,7,4,2,0,7,1,3,1,1,1,17
"195",1058,"Jefferson Campos",1344,"09/02/1991","AlaArmador",NA,"2009/2010",560334,105,70,14,32,3,8,2,4,2,4,1,4,5,4,3,0,6,3,3,1,0,0,13
"196",1059,"Ricardo Santos Gaspar",1524,"20/01/1987","AlaPivo",2.05,"2009/2010",2177360.4,118,78,64,119,19,34,8,16,2,3,19,22,41,2,0,4,18,6,6,1,5,5,80
"197",11363,"Cicero da Silva Gonzaga",1517,"04/02/1986","Ala",2.02,"2009/2010",3857482.3,71,60,175,409,52,103,10,45,41,68,33,40,73,11,18,2,61,64,19,9,11,11,138
"198",21,"Felipe Gustavo Da Silva",486,"22/10/1990","Armador",1.87,"2010/2011",183856.85,97,72,13,13,2,5,3,4,0,0,0,3,3,0,1,0,2,0,4,2,0,0,7
"199",22,"Francisco Tardivo Delben",489,"29/06/1983","AlaPivo",2.02,"2010/2011",5461531.95,74,65,234,234,47,88,36,95,32,50,33,109,142,47,26,25,72,47,30,8,6,6,323
"200",23,"Arlindo Gomes Baltazar Neto",489,"05/01/1986","AlaArmador",NA,"2010/2011",1885439.7,74,65,110,110,26,56,14,34,16,23,6,25,31,40,15,1,21,28,28,3,0,0,109
"201",25,"Deivisson Dos Santos Costa",489,"09/04/1980","Pivo",2.1,"2010/2011",4411766.15,74,65,324,324,137,225,1,2,47,58,54,120,174,35,9,7,80,74,48,5,0,0,401
"202",26,"Jhonatan Luz dos Santos",367,"10/02/1987","Ala",1.97,"2010/2011",3575163.35,81,76,243,243,48,88,29,88,60,75,28,61,89,44,29,7,82,85,39,6,4,4,256
"203",28,"Ricardo Leopoldo de Azevedo",300,"30/06/1983","AlaPivo",2.02,"2010/2011",1231833,74,78,11,11,2,4,2,9,1,2,0,8,8,0,0,1,1,3,1,0,0,0,9
"204",29,"Thyago Taroni Aleo",475,"20/01/1989","Armador",1.83,"2010/2011",3340844.45,79,71,38,38,3,9,8,19,8,9,11,11,22,25,6,0,15,7,13,2,0,0,59
"205",30,"Matheus dos Prazeres Costa",280,"01/04/1980","Armador",1.8,"2010/2011",4954811.7,83,62,213,213,40,69,37,110,22,27,17,43,60,64,23,0,49,46,30,2,0,0,221
"206",31,"Arthur Luiz Belchor Silva",471,"30/09/1982","Ala",1.97,"2010/2011",7567645.7,77,68,519,519,129,197,60,129,81,105,22,85,107,58,27,6,103,89,38,14,1,1,504
"207",33,"Frederico Rossi Dos Santos",470,"09/04/1980","Ala",1.95,"2010/2011",1506377.6,92,72,56,56,1,6,18,34,0,0,4,15,19,4,2,1,15,0,5,2,0,0,54
"208",34,"Márcio Santos Cipriano",471,"04/06/1979","AlaPivo",2,"2010/2011",5521222.45,77,68,315,315,98,190,11,38,86,107,91,144,235,38,41,14,101,89,29,19,0,0,460
"209",35,"Rafael Rodrigues",365,"17/10/1987","Pivo",NA,"2010/2011",2594281.45,72,60,144,144,51,83,0,0,42,58,32,34,66,4,1,5,51,42,17,5,1,1,154
"210",36,"José Estevam Ferreira Junior",509,"24/07/1978","Pivo",2.11,"2010/2011",4270877.4,91,74,318,318,134,248,1,3,47,70,68,132,200,12,14,31,88,61,19,18,27,27,403
"211",38,"Cláudio Antônio Gomes Clemente",509,"09/12/1972","Pivo",2.02,"2010/2011",2278270.55,91,74,101,101,39,65,1,4,20,27,20,34,54,11,14,0,21,22,13,4,4,4,128
"212",39,"Diego Pinheiro Da Silva",367,"14/06/1980","Ala",1.95,"2010/2011",5482983.55,81,76,315,315,73,142,34,98,67,83,32,89,121,81,27,8,91,90,59,7,5,5,340
"213",40,"Audrei Parisotto",272,"27/09/1984","Ala",1.91,"2010/2011",6224242.35,93,82,390,390,105,185,40,125,60,77,39,89,128,39,16,3,89,82,33,18,1,1,346
"214",43,"Shilton Alessanco dos Santos",272,"10/08/1982","Pivo",1.98,"2010/2011",5760693.05,93,82,321,321,123,204,1,5,72,127,78,206,284,59,20,5,102,109,35,12,19,19,505
"215",45,"Evandro Fernandes Pinto",507,"08/11/1980","AlaPivo",1.9,"2010/2011",1730655.15,109,73,141,141,29,60,20,43,23,31,9,15,24,19,13,1,18,20,26,4,0,0,106
"216",57,"André Luiz Bresolin Góes",378,"05/03/1987","Ala",1.95,"2010/2011",3250907,89,90,123,123,25,49,20,47,13,17,10,39,49,28,14,3,46,19,4,1,0,0,160
"217",58,"Alexandre Henrique Santos Pinheiro",367,"06/06/1985","Armador",1.85,"2010/2011",1544478.25,81,76,96,96,20,34,11,30,23,27,8,31,39,40,9,1,43,25,4,1,0,0,143
"218",60,"Robson Coimbra Vesper",339,"09/01/1991","Ala",1.95,"2010/2011",1402833,102,66,22,22,6,12,1,3,7,11,3,3,6,4,1,1,7,6,4,0,0,0,18
"219",62,"Tiago Valentim de Lima",272,"07/03/1981","Pivo",NA,"2010/2011",6624516.55,93,82,312,312,57,106,56,148,30,41,45,144,189,37,35,9,89,41,24,6,2,2,404
"220",70,"Jefferson de Souza Sobral",330,"04/04/1980","Pivo",2.03,"2010/2011",4120205.5,95,73,250,250,71,146,18,80,54,71,18,63,81,32,26,6,61,85,31,6,2,2,204
"221",78,"Guilherme Giovannoni",471,"02/06/1980","AlaPivo",NA,"2010/2011",7926164.75,77,68,756,756,222,384,62,165,126,138,74,220,294,75,45,5,82,123,51,11,13,13,845
"222",80,"José Anibal Arantes Limonta Silva",395,"16/03/1988","Armador",1.84,"2010/2011",2796829.85,72,69,106,106,20,46,14,30,24,42,10,40,50,53,16,0,43,39,20,6,0,0,139
"223",85,"André De Souza Silva",395,"25/11/1990","AlaPivo",2,"2010/2011",4286660.55,72,69,193,193,68,107,5,14,42,74,37,45,82,17,14,9,57,53,19,4,7,7,214
"224",86,"Guilherme Filipin Alves Pereira",303,"07/08/1983","Ala",NA,"2010/2011",4804599.9,80,81,300,300,43,87,49,123,67,82,45,46,91,38,21,6,81,74,35,7,0,0,283
"225",91,"Hélio Rubens Garcia Filho",471,"12/05/1975","Armador",1.83,"2010/2011",5662319.3,77,68,362,362,56,90,55,128,85,91,14,74,88,119,31,1,93,84,32,7,0,0,449
"226",95,"Ricardo Luis Probst",471,"13/04/1976","Pivo",2,"2010/2011",4689619.05,77,68,310,310,113,185,1,4,81,104,72,121,193,29,20,11,93,87,26,7,1,1,439
"227",96,"Cauê Borges dos Santos",351,"13/02/1991","AlaArmador",1.9,"2010/2011",744366.95,79,65,46,46,17,26,1,4,9,11,2,7,9,8,2,0,9,17,5,2,1,1,44
"228",97,"Cauê Verzola de Freitas",395,"05/05/1988","Armador",1.92,"2010/2011",2391117.05,72,69,105,105,36,62,8,18,9,16,7,26,33,25,10,4,37,21,13,3,0,0,118
"229",100,"Lucas Daniel Tischer",471,"29/03/1983","Pivo",2.08,"2010/2011",5714780.55,77,68,292,292,118,184,0,0,56,92,57,114,171,8,10,8,106,90,18,7,39,39,363
"230",102,"Leonardo Di Pacce Dos Santos",481,"06/10/1984","Pivo",NA,"2010/2011",7836502.85,99,93,339,339,133,202,1,2,70,100,66,125,191,38,25,42,102,86,29,9,47,47,502
"231",104,"Paulo Rogerio Nery",296,"17/03/1981","Armador",1.9,"2010/2011",3359788.05,79,86,172,172,53,85,17,51,15,31,19,27,46,18,14,1,47,18,13,3,0,0,153
"232",105,"Jimmy Dreher de Oliveira",351,"11/04/1990","Ala",NA,"2010/2011",1566182.55,79,65,25,25,6,10,3,7,4,4,4,3,7,4,3,0,4,2,1,0,0,0,31
"233",107,"Rafael Ferreira De Souza",280,"03/06/1988","AlaPivo",2.09,"2010/2011",4069189.35,83,62,225,225,71,130,16,50,35,53,34,81,115,29,24,14,72,45,28,10,10,10,263
"234",108,"Wanderson Camargo Trigueiro",296,"10/05/1981","AlaPivo",2.04,"2010/2011",4009860.1,79,86,222,222,73,113,16,49,28,33,23,72,95,31,18,9,65,41,22,4,1,1,273
"235",113,"Paulo Fernando Moreira De Castro",387,"07/06/1979","Pivo",2.11,"2010/2011",2507326.25,70,81,198,198,89,134,0,0,20,37,42,58,100,4,7,9,61,39,21,3,13,13,239
"236",117,"Renato Lamas Pinto",279,"28/05/1978","Ala",2.03,"2010/2011",6793203.6,79,78,385,385,102,182,43,121,52,71,21,70,91,118,18,11,93,80,57,16,0,0,375
"237",118,"Bruno Enrico Mortari",338,"02/01/1980","Ala",1.86,"2010/2011",279334,88,55,12,12,0,1,4,10,0,0,0,2,2,0,2,0,3,1,0,0,0,0,9
"238",122,"Fernando Martins Alvim",489,"26/12/1980","Pivo",2.02,"2010/2011",3746297.6,74,65,209,209,58,105,21,58,30,35,34,85,119,27,13,8,60,31,28,3,0,0,259
"239",134,"José Roberto Nardi Duarte",322,"24/05/1988","AlaArmador",1.95,"2010/2011",6346277.25,92,66,437,437,84,189,44,119,137,170,19,75,94,66,47,6,75,167,58,18,3,3,362
"240",137,"Shamell Jermaine Stallworth",481,"07/09/1980","Ala",NA,"2010/2011",10600702.1,99,93,703,703,148,268,89,224,140,176,28,100,128,132,45,6,89,166,77,13,9,9,635
"241",138,"Luis Fernando da Silva",488,"03/12/1978","AlaArmador",1.83,"2010/2011",3828886.8,89,61,236,236,43,94,34,74,48,53,14,27,41,31,14,0,43,35,36,8,0,0,185
"242",140,"Eduardo Mariano de Oliveira",322,"29/09/1983","Ala",1.93,"2010/2011",2169597.55,92,66,171,171,44,68,17,49,32,42,24,79,103,30,30,0,45,35,32,5,6,6,237
"243",145,"Renato Carbonari",476,"24/04/1987","AlaPivo",2.05,"2010/2011",1700859.7,79,73,51,51,13,19,7,14,4,5,8,14,22,3,5,0,14,5,8,0,2,2,59
"244",146,"Guilherme Pereira Deodato",475,"02/06/1991","Ala",1.92,"2010/2011",1184179.1,79,71,23,23,4,7,5,10,0,0,4,6,10,4,1,0,5,3,1,1,1,1,28
"245",147,"Alexandro da Silva de Oliveira",389,"17/08/1983","Ala",NA,"2010/2011",5855951.1,79,82,354,354,71,115,52,128,56,92,37,47,84,66,33,2,77,74,37,11,6,6,336
"246",149,"Fernando Fischer",389,"14/08/1981","AlaArmador",1.9,"2010/2011",5834632.3,79,82,510,510,81,169,92,186,72,90,32,75,107,29,30,5,73,73,30,7,1,1,446
"247",151,"Edwandesson Carvalho",303,"29/03/1987","AlaArmador",1.96,"2010/2011",4567752.85,80,81,341,341,71,127,46,136,61,85,30,36,66,26,21,6,39,63,28,11,19,19,253
"248",152,"Hélio Vitor Luiz da Costa Lima",391,"14/11/1981","AlaArmador",1.87,"2010/2011",3615419.8,91,78,213,213,55,94,24,61,31,38,13,51,64,76,22,1,50,38,31,7,0,0,255
"249",153,"Frederico Lima Santos",502,"08/06/1980","Armador",1.84,"2010/2011",2025229.25,79,69,80,80,20,33,9,21,13,16,4,14,18,30,7,0,25,17,13,1,0,0,93
"250",154,"Jefferson William Andrade da Silva Antônio",391,"29/03/1983","AlaPivo",2.07,"2010/2011",2550990.15,91,78,196,196,41,69,29,61,27,37,29,66,95,13,11,8,50,27,22,3,3,3,229
"251",155,"Luiz Felipe Campos Lemes",320,"06/10/1980","AlaArmador",1.9,"2010/2011",5015598.85,94,74,274,274,92,182,21,70,27,41,22,35,57,68,18,1,57,36,45,4,0,0,219
"252",159,"William Fournou Drudi",471,"22/09/1981","Pivo",2.02,"2010/2011",5422076.05,77,68,400,400,166,308,0,1,68,83,50,186,236,39,22,9,79,64,21,11,6,6,520
"253",161,"Thiago Perez Pereira da Silva",345,"09/12/1982","Ala",1.93,"2010/2011",274895.7,71,66,39,39,6,12,8,26,3,4,4,7,11,4,3,0,18,6,4,0,0,0,28
"254",164,"Cristiano Silva Felício",351,"07/07/1992","Pivo",2.08,"2010/2011",209697.95,79,65,17,17,7,11,0,1,3,6,9,7,16,1,2,2,4,3,6,4,0,0,20
"255",165,"Leandro Da Cruz Silva",345,"15/05/1981","AlaPivo",2.03,"2010/2011",3188085.25,71,66,174,174,24,48,34,82,24,29,18,58,76,18,15,9,62,29,18,6,3,3,192
"256",166,"Vinícius Villela Gobor",322,"03/09/1990","Armador",NA,"2010/2011",388166,92,66,6,6,1,5,1,5,1,2,1,1,2,4,1,0,4,3,1,0,0,0,3
"257",167,"Rodrigo César Silva",351,"28/02/1988","AlaPivo",2.05,"2010/2011",1862167,79,65,44,44,17,23,0,3,10,15,11,13,24,3,2,2,7,11,6,4,2,2,53
"258",168,"Guilherme Santos Hubner",351,"28/04/1987","AlaPivo",2.1,"2010/2011",2147968.35,79,65,116,116,53,84,0,0,10,19,25,42,67,10,9,22,37,23,7,3,13,13,177
