"","id_jogador","nome_jogador","id_partida","data_nascimento_jogador","posicao","altura","nome_temporada","minutos_partida_jogador","pontos_equipe_casa","pontos_equipe_fora","pontos_total_jogador","pontos_total_jogador_e_pontos_perdidos_jogador","arremessos_2_certos_jogador","arremessos_2_total_jogador","arremessos_3_certos_jogador","arremessos_3_total_jogador","arremessos_lance_livre_certos_jogador","arremessos_lance_livre_total_jogador","rebotes_ofensivos_jogador","rebotes_defensivos_jogador","rebotes_total_jogador","assistencias_total_jogador","roubadas_bola_jogador","tocos_total_jogador","faltas_cometidas_jogador","faltas_recebidas_jogador","erros_jogador","violacao_jogador","enterradas_total_jogador","enterradas_total_jogador","eficiencia_jogador"
"397",214,"Fúlvio Chiantia de Assis",1640,"15/08/1981","Armador",NA,"2011/2012",4994894.5,62,78,356,921,43,76,58,135,96,114,13,93,106,219,35,1,76,106,82,8,0,0,517
"398",241,"André Luiz Brugger De Mello Rodrigues",1591,"02/04/1981","Armador",1.93,"2011/2012",5842841.2,74,81,321,915,58,122,43,110,76,88,8,64,72,84,33,4,33,93,51,12,0,0,327
"399",267,"Eduardo Magalhães Machado",1639,"10/09/1982","AlaArmador",NA,"2011/2012",3847984.95,106,90,191,559,26,41,39,95,22,26,6,35,41,32,16,0,32,26,14,5,2,2,194
"400",273,"Luiz Felipe Elizeu Mendes Ribeiro",1585,"20/08/1979","AlaPivo",2,"2011/2012",5866835.8,69,77,325,819,79,152,21,65,104,125,57,121,178,28,49,16,89,90,32,13,14,14,435
"401",275,"Arnaldo De Souza Moreira Filho",931,"21/10/1978","AlaArmador",NA,"2011/2012",357258.9,85,78,53,128,10,19,8,26,9,12,5,5,10,10,5,0,8,11,6,0,0,0,42
"402",284,"Alírio Alves de Souza",1638,"22/11/1977","Pivo",2.1,"2011/2012",3225389.65,68,81,101,234,20,28,17,24,10,13,11,35,46,3,10,9,41,9,10,3,5,5,143
"403",299,"Daniel Nascimento Costa Souza",951,"27/02/1981","Pivo",2.07,"2011/2012",5334429.25,90,78,200,524,82,155,0,1,36,47,25,66,91,15,6,15,70,49,22,12,4,4,225
"404",308,"Thiago Francisco Labbate",1581,"30/05/1983","Pivo",2.08,"2011/2012",4090230.4,76,82,97,240,40,64,1,2,14,45,30,38,68,4,3,9,31,46,8,2,11,11,136
"405",309,"Fabricio Russo de Oliveira",1582,"01/05/1985","Ala",2,"2011/2012",4842202.75,84,74,240,686,53,93,24,78,62,80,39,70,109,33,21,2,72,68,26,4,1,1,278
"406",315,"Eric Arthur Romualdo",1596,"14/03/1983","Armador",1.85,"2011/2012",1888933.75,86,78,77,218,18,37,7,22,20,28,3,15,18,12,17,1,19,31,14,2,0,0,74
"407",324,"Bruno Irigoyen",761,"16/04/1992","Ala",1.98,"2011/2012",3179114.85,91,79,143,401,25,56,25,64,18,19,4,39,43,22,10,2,45,24,18,3,0,0,130
"408",348,"Bruno Vieira da Cruz Langsdorff",1633,"25/03/1985","Armador",1.88,"2011/2012",637044.45,81,65,30,95,8,17,2,11,8,12,1,8,9,7,4,0,10,8,5,1,0,0,25
"409",351,"André Luiz Quirino Pereira",1589,"04/08/1979","Pivo",2.05,"2011/2012",2503101.05,102,74,125,281,34,65,11,17,24,28,24,34,58,10,11,7,38,22,22,3,5,5,149
"410",360,"Pedro Cesar Teruel Lima",1585,"08/07/1987","NOTFOUND",NA,"2011/2012",2615914.85,69,77,259,688,29,54,51,120,48,67,6,45,51,16,18,0,55,43,20,5,0,0,222
"411",365,"Ronald Ricardo Ramon Guerrero",1596,"14/01/1986","NOTFOUND",NA,"2011/2012",4636067.3,86,78,350,949,38,88,68,138,70,78,11,39,50,55,15,1,55,75,24,7,0,0,325
"412",366,"Welington Reginaldo dos Santos",1640,"21/01/1981","Armador",1.85,"2011/2012",6796287.9,62,78,548,1656,98,182,71,228,139,161,11,87,98,187,48,12,109,151,102,10,0,0,547
"413",367,"Marcus Vinícius Vieira de Sousa",1638,"31/05/1984","Ala",2.07,"2011/2012",7132828.8,68,81,640,1702,124,233,74,185,170,223,23,126,149,110,44,7,78,190,63,20,23,23,643
"414",369,"Erick Rodrigues Camilo",835,"18/02/1992","Pivo",NA,"2011/2012",195370.9,82,71,27,46,10,15,0,2,7,10,5,5,10,0,1,0,6,10,1,1,0,0,26
"415",370,"Arthur José da Luz Casimiro",845,"02/05/1992","Pivo",NA,"2011/2012",1425024.55,80,90,34,48,15,20,0,0,4,4,8,10,18,0,2,4,18,6,3,3,0,0,48
"416",381,"Davi Rossetto de Oliveira",921,"27/07/1992","Armador",1.81,"2011/2012",3,95,71,5,10,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7
"417",389,"Renato Scholz da Silva",1588,"21/12/1988","AlaPivo",2.03,"2011/2012",1469833,88,69,33,74,8,17,5,11,2,4,11,12,23,2,3,0,10,4,2,2,0,0,40
"418",394,"Luis Felipe Gruber",1602,"16/05/1985","AlaPivo",NA,"2011/2012",4678534.9,70,63,311,793,86,162,32,77,43,53,25,78,103,32,15,19,74,45,34,6,14,14,318
"419",395,"Douglas Ângelo Nunes",1582,"09/02/1987","NOTFOUND",NA,"2011/2012",5605837.05,84,74,283,799,70,130,34,98,41,52,29,91,120,24,16,22,57,46,24,10,4,4,305
"420",399,"Átila Sacramento dos Santos",812,"15/09/1983","NOTFOUND",NA,"2011/2012",1398078.2,97,96,87,204,30,50,0,0,27,42,15,22,37,1,6,8,28,28,7,4,7,7,105
"421",400,"Gutemberg Pereira de Souza",789,"13/01/1983","Ala",1.9,"2011/2012",1054334,103,41,12,15,3,3,2,3,0,0,0,2,2,0,0,0,2,0,0,0,0,0,13
"422",404,"Daniel Machado de Barros Castellar",812,"14/12/1983","Pivo",2.02,"2011/2012",3471650.15,97,96,223,516,92,159,0,1,39,57,34,88,122,3,25,19,64,53,17,4,13,13,300
"423",412,"Matheus Dalla Barba",813,"02/05/1991","Ala",1.97,"2011/2012",5251697.6,66,85,335,896,56,110,54,120,61,69,16,84,100,34,16,0,59,51,43,3,0,0,322
"424",420,"Henrique Macia Alves da Cruz",1611,"14/02/1984","AlaPivo",NA,"2011/2012",2754475.85,99,91,136,407,49,94,8,31,14,21,25,64,89,25,16,0,57,33,18,5,1,1,176
"425",423,"Juan Pablo Figueroa",1636,"13/03/1986","Armador",1.82,"2011/2012",4990948.45,105,109,219,658,33,68,37,94,42,62,14,73,87,109,38,1,98,83,37,8,0,0,319
"426",424,"Robby Stephen Collum",1622,"30/11/1980","AlaArmador",1.83,"2011/2012",4564381.15,77,62,609,1763,89,185,107,274,110,132,19,141,160,176,63,5,110,146,51,8,0,0,693
"427",425,"Robert Andrew Day",1622,"13/01/1982","Ala",1.97,"2011/2012",5589077.2,77,62,602,1634,95,167,97,230,121,147,33,137,170,92,41,5,109,151,61,21,0,0,636
"428",427,"Lucas Cipolini Alves",1622,"14/06/1986","Pivo",2.03,"2011/2012",5461959.3,77,62,433,969,171,255,0,6,91,112,48,122,170,22,14,17,65,91,35,11,56,56,529
"429",433,"Elio Corazza Neto",1585,"27/12/1989","Armador",NA,"2011/2012",4180266,69,77,196,597,59,127,16,60,30,38,8,71,79,90,18,3,56,49,45,7,0,0,226
"430",437,"Ronald Rudson Rodrigues dos Reis",1633,"23/12/1991","Pivo",2.07,"2011/2012",3416019,81,65,92,203,38,58,0,2,16,20,16,28,44,4,2,7,32,17,15,2,3,3,109
"431",441,"Deryk Evandro Ramos",953,"14/06/1994","Armador",NA,"2011/2012",148178.15,78,89,12,30,4,4,1,3,1,1,1,2,3,1,0,0,2,2,2,0,0,0,12
"432",445,"Márcio da Silva Dornelles",1608,"28/12/1975","Ala",1.96,"2011/2012",3834894.25,94,80,363,976,87,170,35,88,84,104,21,64,85,33,27,4,89,108,21,6,0,0,350
"433",446,"Rogério Klafke",1596,"26/03/1971","Ala",2,"2011/2012",5841804.35,86,78,202,591,47,81,25,81,33,45,30,111,141,29,15,7,42,40,19,11,0,0,279
"434",447,"André Stefanelli Martins",1640,"21/08/1984","Ala",1.98,"2011/2012",8121014.8,62,78,487,1452,115,208,55,176,92,109,32,121,153,46,18,13,96,97,47,5,4,4,453
"435",448,"Lucas Fernandes Mariano",1608,"24/09/1993","Pivo",2.07,"2011/2012",697699.2,94,80,51,125,21,32,0,0,9,10,10,11,21,2,4,4,9,8,8,2,1,1,63
"436",449,"Fernando Feres Penna",1608,"24/10/1983","Armador",1.89,"2011/2012",2630006.1,94,80,146,438,20,44,28,67,22,26,8,38,46,77,30,1,55,37,22,8,0,0,211
"437",451,"Lucas Miguel Avelino",776,"10/05/1990","Armador",1.9,"2011/2012",705668,96,80,33,97,6,11,5,11,6,9,6,6,12,5,3,0,5,8,2,1,0,0,40
"438",478,"Ricardo Fischer",1637,"16/05/1991","Armador",1.85,"2011/2012",2021570,92,80,124,328,25,43,19,39,17,19,4,27,31,40,11,0,27,27,16,4,0,0,151
"439",480,"Valter Apolinario Da Silva",1622,"31/01/1977","Armador",1.85,"2011/2012",5303881.25,77,62,271,647,69,124,24,62,61,74,9,58,67,106,27,0,33,80,33,6,0,0,335
"440",481,"Alex Ribeiro Garcia",1640,"04/03/1980","Ala",1.9,"2011/2012",9062043.35,62,78,602,1573,131,203,51,163,187,222,26,155,181,116,59,18,95,176,51,8,11,11,730
"441",482,"Carlos Alexandre Rodrigues do Nascimento",1638,"18/04/1983","AlaPivo",2.03,"2011/2012",8584054.95,68,81,534,1416,168,269,28,112,114,145,100,167,267,59,41,14,89,124,37,21,3,3,684
"442",483,"Vitor Alves Benite",1596,"20/02/1990","AlaArmador",1.9,"2011/2012",4523551.25,86,78,470,1299,109,209,52,140,96,110,11,73,84,104,41,3,77,118,44,11,1,1,459
"443",484,"Bruno Pires Fiorotto",1638,"13/08/1984","Pivo",2.08,"2011/2012",3874704.95,68,81,260,648,106,181,0,0,48,73,46,89,135,32,17,15,60,70,23,18,26,26,356
"444",530,"George Frederico Torres Homem Chaia",1591,"08/03/1991","Armador",1.82,"2011/2012",3154447.45,74,81,131,401,15,31,24,65,29,43,5,44,49,41,23,0,39,39,16,1,0,0,168
"445",555,"Leonardo Simões Meindl",835,"20/03/1993","Ala",2,"2011/2012",281866.5,82,71,15,35,4,8,2,5,1,4,3,3,6,7,0,0,7,4,3,0,0,0,15
"446",575,"Lucas Dias Silva",832,"06/07/1995","Ala",2.07,"2011/2012",1161666,73,104,11,25,2,3,2,2,1,2,1,1,2,0,2,0,1,2,0,0,0,0,14
"447",598,"Caio Aparecido da Silveira Torres",1639,"03/06/1987","Pivo",NA,"2011/2012",6514390.05,106,90,483,1215,201,345,7,23,60,85,78,134,212,40,11,13,83,71,37,11,9,9,551
"448",627,"José Victor Ferreira Jerônimo",804,"14/05/1991","Pivo",2.08,"2011/2012",1507339.75,97,83,42,85,18,25,0,0,6,16,8,8,16,2,1,2,17,11,2,1,8,8,44
"449",629,"Maxwell Dias Ribeiro",896,"07/05/1991","AlaPivo",1.97,"2011/2012",1082009.05,85,86,15,44,6,8,0,3,3,4,4,1,5,0,0,0,2,2,2,0,2,2,13
"450",698,"Diego Gomes",931,"27/06/1991","AlaArmador",1.85,"2011/2012",431690.1,85,78,12,28,3,5,2,3,0,0,3,0,3,0,0,0,3,1,1,0,0,0,11
"451",711,"Henrique Coelho",1579,"17/02/1993","Armador",1.87,"2011/2012",2174204.1,93,77,140,419,29,58,19,44,25,39,11,34,45,16,17,0,28,39,17,7,3,3,147
"452",715,"Olintho Pereira Abrão Silva",865,"03/07/1992","Ala",2.01,"2011/2012",471667,97,94,5,5,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6
"453",782,"Leonardo K. Waszkiewicz",1609,"23/05/1989","Pivo",NA,"2011/2012",2760031.85,60,77,151,312,54,81,0,0,43,56,37,79,116,12,8,36,66,51,7,12,22,22,279
"454",786,"Diego Santana Conceição",1591,"08/05/1987","AlaPivo",1.98,"2011/2012",3921473.1,74,81,217,502,74,121,5,14,54,65,37,66,103,14,33,4,65,63,24,7,6,6,287
"455",794,"Isaac Rafael Gonçalves",851,"02/07/1990","Ala",1.92,"2011/2012",2365653.55,78,55,135,357,34,63,11,29,34,44,24,39,63,8,8,3,38,45,24,6,5,5,138
"456",796,"Andre Bennett Laws",1640,"20/09/1980","AlaArmador",1.86,"2011/2012",5976102,62,78,318,777,90,151,16,39,90,103,30,49,79,78,24,3,36,90,30,3,2,2,385
"457",797,"Kenny Montrell Dawkins",1582,"23/07/1987","Armador",1.8,"2011/2012",7414907.2,84,74,460,1374,89,185,47,151,141,167,19,124,143,84,61,2,52,141,82,8,0,0,461
"458",801,"Ralfi Silva Ansaloni",847,"26/12/1987","Pivo",NA,"2011/2012",2974344.45,82,74,47,98,19,33,0,0,9,11,10,11,21,1,1,0,16,8,4,1,0,0,51
"459",824,"Alvaro Calvo Masa",1640,"27/03/1983","Ala",2.02,"2011/2012",4223227.55,62,78,165,398,37,65,15,34,46,54,20,49,69,19,5,3,41,40,17,6,0,0,193
"460",825,"Mark Antonio Borders",775,"28/10/1982","Armador",1.87,"2011/2012",4274030.9,76,75,326,902,72,149,32,89,86,97,17,63,80,110,45,2,55,75,57,13,0,0,368
"461",828,"Daniel Almiro Zillmer",1601,"27/03/1986","Ala",1.98,"2011/2012",2205636.55,90,78,183,529,39,72,25,63,30,39,16,30,46,18,19,3,47,38,16,10,2,2,179
"462",841,"Tobias Marramarco Lovato",832,"18/08/1993","Ala",NA,"2011/2012",816667,73,104,3,9,1,2,0,0,1,2,0,1,1,1,0,0,1,2,0,0,0,0,4
"463",848,"Adriano de Abreu  Machado",924,"28/01/1983","Pivo",NA,"2011/2012",3885382,82,87,97,243,43,68,0,1,11,21,10,38,48,7,2,8,28,19,16,4,4,4,119
"464",858,"Atílio Leonardo Gomes de Mello",803,"28/06/1982","Pivo",2.06,"2011/2012",596018.75,87,80,30,73,14,20,0,0,2,3,4,5,9,1,0,0,8,3,3,1,0,0,31
"465",859,"Steven Anthony Toyloy",1596,"06/10/1987","Pivo",NA,"2011/2012",1560134.2,86,78,145,360,60,87,0,0,25,41,23,55,78,11,5,10,33,40,13,14,20,20,209
"466",1058,"Jefferson Campos",813,"09/02/1991","AlaArmador",NA,"2011/2012",2465034.55,66,85,152,477,29,63,25,77,19,27,9,33,42,34,34,4,19,39,42,7,0,0,132
"467",11304,"Thiago César Carneiro Marcello",851,"12/10/1991","Ala",1.86,"2011/2012",432166,78,55,23,55,4,7,5,6,0,0,0,6,6,4,3,1,3,0,1,3,0,0,32
"468",11363,"Cicero da Silva Gonzaga",935,"04/02/1986","Ala",2.02,"2011/2012",455181.25,81,92,32,67,11,21,1,6,7,7,6,7,13,1,3,1,12,7,4,2,1,1,29
"469",22,"Francisco Tardivo Delben",2698,"29/06/1983","AlaPivo",2.02,"2012/2013",3810367.3,88,76,149,480,16,41,37,92,6,18,20,54,74,18,17,14,50,17,25,2,2,2,164
"470",23,"Arlindo Gomes Baltazar Neto",2654,"05/01/1986","AlaArmador",NA,"2012/2013",6119282.25,74,55,463,1346,125,223,49,152,66,93,19,65,84,61,69,4,69,107,58,13,0,0,413
"471",25,"Deivisson Dos Santos Costa",2664,"09/04/1980","Pivo",2.1,"2012/2013",4814082.5,61,60,242,581,103,158,0,0,36,45,49,82,131,11,12,9,78,58,37,6,1,1,313
"472",26,"Jhonatan Luz dos Santos",2685,"10/02/1987","Ala",1.97,"2012/2013",6442690.75,72,69,482,1223,121,203,35,96,135,155,42,81,123,88,50,7,107,124,70,7,18,18,531
"473",28,"Ricardo Leopoldo de Azevedo",2215,"30/06/1983","AlaPivo",2.02,"2012/2013",598000,77,73,14,58,2,10,1,5,7,9,4,8,12,2,1,0,1,6,1,0,0,0,16
"474",29,"Thyago Taroni Aleo",2468,"20/01/1989","Armador",1.83,"2012/2013",3472242.15,74,73,313,1034,63,140,43,134,58,71,22,65,87,83,36,0,40,76,56,14,0,0,294
"475",30,"Matheus dos Prazeres Costa",2673,"01/04/1980","Armador",1.8,"2012/2013",6442408.35,68,69,327,993,52,104,62,163,37,52,19,53,72,99,26,3,70,63,46,6,1,1,325
"476",31,"Arthur Luiz Belchor Silva",2678,"30/09/1982","Ala",1.97,"2012/2013",6523898.75,81,98,473,1181,112,181,62,136,63,77,15,81,96,48,32,6,81,75,32,10,0,0,479
"477",33,"Frederico Rossi Dos Santos",2499,"09/04/1980","Ala",1.95,"2012/2013",3037353.2,91,96,76,212,3,7,23,43,1,2,4,20,24,5,7,3,20,2,1,1,0,0,90
"478",34,"Márcio Santos Cipriano",2674,"04/06/1979","AlaPivo",2,"2012/2013",3742481.4,100,79,138,353,51,86,7,15,15,22,35,62,97,16,10,7,59,27,17,5,1,1,208
"479",35,"Rafael Rodrigues",2667,"17/10/1987","Pivo",NA,"2012/2013",4187615.05,59,75,355,806,145,219,0,2,65,80,78,136,214,14,9,15,104,68,43,11,7,7,484
"480",36,"José Estevam Ferreira Junior",2699,"24/07/1978","Pivo",2.11,"2012/2013",3227463.9,93,65,170,420,59,119,0,0,52,71,52,60,112,9,8,9,44,50,12,4,11,11,231
"481",39,"Diego Pinheiro Da Silva",2663,"14/06/1980","Ala",1.95,"2012/2013",4644846,97,77,317,852,89,160,30,87,49,54,26,67,93,64,25,6,93,69,50,9,2,2,325
"482",40,"Audrei Parisotto",2707,"27/09/1984","Ala",1.91,"2012/2013",5842369.95,77,70,384,982,114,213,33,80,57,72,37,91,128,39,17,3,79,68,35,10,1,1,384
"483",43,"Shilton Alessanco dos Santos",2707,"10/08/1982","Pivo",1.98,"2012/2013",4061268.6,77,70,132,279,50,83,0,0,32,55,35,73,108,20,8,4,61,49,30,7,22,22,195
"484",45,"Evandro Fernandes Pinto",2507,"08/11/1980","AlaPivo",1.9,"2012/2013",1677897.55,88,82,81,230,19,34,12,29,7,11,6,19,25,17,15,2,15,8,12,2,0,0,94
"485",57,"André Luiz Bresolin Góes",2673,"05/03/1987","Ala",1.95,"2012/2013",5922629.2,68,69,446,1156,110,211,47,125,85,101,16,87,103,119,39,4,81,100,58,9,0,0,468
"486",58,"Alexandre Henrique Santos Pinheiro",2487,"06/06/1985","Armador",1.85,"2012/2013",6467398.4,102,76,394,1134,77,157,41,117,117,139,26,127,153,176,47,6,79,147,74,14,0,0,543
"487",62,"Tiago Valentim de Lima",2503,"07/03/1981","Pivo",NA,"2012/2013",4985520.3,72,68,352,1040,82,175,46,116,50,65,35,173,208,39,30,14,108,50,33,3,6,6,444
"488",75,"Rodrigo Pereira Santos Bispo",2495,"23/10/1979","Pivo",2.04,"2012/2013",2198637.8,84,81,151,432,54,117,5,8,28,39,37,55,92,9,5,2,58,28,15,8,1,1,176
"489",78,"Guilherme Giovannoni",2678,"02/06/1980","AlaPivo",NA,"2012/2013",9049785.6,81,98,597,1626,154,277,64,161,97,118,60,186,246,81,37,10,81,106,48,9,6,6,703
"490",81,"Anderson Eurípedes Ferreira",2701,"17/04/1982","AlaPivo",2.05,"2012/2013",5332200.85,80,77,107,266,21,27,16,39,17,21,11,27,38,1,2,3,24,15,10,0,1,1,109
"491",85,"André De Souza Silva",2699,"25/11/1990","AlaPivo",2,"2012/2013",3111480.9,93,65,132,275,38,57,11,23,23,30,23,30,53,15,11,1,42,23,14,0,4,4,164
"492",86,"Guilherme Filipin Alves Pereira",2509,"07/08/1983","Ala",NA,"2012/2013",5130616.6,80,86,411,1088,87,160,44,103,105,127,37,67,104,49,28,3,95,118,49,7,0,0,410
"493",91,"Hélio Rubens Garcia Filho",2699,"12/05/1975","Armador",1.83,"2012/2013",5551497.95,93,65,203,605,31,58,38,94,27,35,7,60,67,101,17,1,68,51,36,6,0,0,269
"494",95,"Ricardo Luis Probst",2484,"13/04/1976","Pivo",2,"2012/2013",5119329.3,93,86,374,1054,143,275,3,25,79,111,66,106,172,41,30,10,71,87,43,11,7,7,430
"495",96,"Cauê Borges dos Santos",2688,"13/02/1991","AlaArmador",1.9,"2012/2013",4364857.15,78,71,279,656,84,136,24,72,39,50,16,43,59,36,40,4,50,52,23,3,3,3,290
"496",104,"Paulo Rogerio Nery",2455,"17/03/1981","Armador",1.9,"2012/2013",3570588.8,94,82,394,1198,114,203,34,95,64,113,57,62,119,49,28,2,74,97,75,22,0,0,367
"497",105,"Jimmy Dreher de Oliveira",2673,"11/04/1990","Ala",NA,"2012/2013",3400700.4,68,69,135,261,33,55,17,36,18,21,13,23,36,22,15,0,34,17,13,1,8,8,152
"498",107,"Rafael Ferreira De Souza",2683,"03/06/1988","AlaPivo",2.09,"2012/2013",9495924.8,92,85,556,1439,156,270,46,136,106,150,41,164,205,58,29,31,104,133,68,7,33,33,590
"499",108,"Wanderson Camargo Trigueiro",2491,"10/05/1981","AlaPivo",2.04,"2012/2013",3601220.15,103,66,216,581,69,117,12,40,42,55,21,69,90,14,12,1,66,56,15,8,1,1,240
"500",117,"Renato Lamas Pinto",2667,"28/05/1978","Ala",2.03,"2012/2013",4239243.2,59,75,250,757,63,114,29,90,37,50,31,92,123,86,26,6,86,42,65,13,0,0,312
"501",118,"Bruno Enrico Mortari",2288,"02/01/1980","Ala",1.86,"2012/2013",218351.55,76,95,9,31,0,2,3,6,0,0,3,4,7,5,1,0,7,1,4,0,0,0,13
"502",119,"Cesar Luiz Fabretti Araujo",2491,"08/07/1981","AlaPivo",2.02,"2012/2013",6240981.65,103,66,347,1039,69,152,53,137,50,73,34,133,167,23,27,8,63,76,38,9,3,3,361
"503",122,"Fernando Martins Alvim",2663,"26/12/1980","Pivo",2.02,"2012/2013",4699480.4,97,77,296,849,63,124,41,101,47,58,34,85,119,36,18,1,69,60,23,8,0,0,329
"504",133,"Chandler Yury Chaves",2674,"19/06/1992","Ala",1.96,"2012/2013",410024.85,100,79,23,50,5,8,3,10,4,4,5,7,12,4,1,3,7,4,1,0,0,0,32
"505",134,"José Roberto Nardi Duarte",2667,"24/05/1988","AlaArmador",1.95,"2012/2013",6960406,59,75,588,1665,142,273,50,156,154,194,18,91,109,108,64,10,116,194,85,10,6,6,547
"506",137,"Shamell Jermaine Stallworth",2683,"07/09/1980","Ala",NA,"2012/2013",6980629.95,92,85,707,1702,159,262,87,209,128,169,30,167,197,154,49,4,82,185,94,16,1,1,777
"507",140,"Eduardo Mariano de Oliveira",2671,"29/09/1983","Ala",1.93,"2012/2013",3950817.55,87,71,110,303,25,54,14,29,18,25,17,53,70,18,11,1,31,29,11,6,3,3,152
"508",145,"Renato Carbonari",2691,"24/04/1987","AlaPivo",2.05,"2012/2013",5953789.45,84,64,284,870,74,152,30,84,46,60,67,82,149,45,20,6,73,55,39,4,11,11,330
"509",146,"Guilherme Pereira Deodato",2701,"02/06/1991","Ala",1.92,"2012/2013",6788733.15,80,77,415,1120,62,98,86,204,33,52,22,73,95,57,40,7,75,64,48,8,12,12,405
"510",147,"Alexandro da Silva de Oliveira",2691,"17/08/1983","Ala",NA,"2012/2013",6437872.7,84,64,447,1298,101,213,61,154,62,123,73,90,163,49,30,8,117,118,44,14,19,19,431
"511",149,"Fernando Fischer",2345,"14/08/1981","AlaArmador",1.9,"2012/2013",2225936.5,85,70,128,371,13,26,29,58,15,17,5,15,20,12,9,0,11,11,10,1,0,0,117
"512",151,"Edwandesson Carvalho",2691,"29/03/1987","AlaArmador",1.96,"2012/2013",4193117.7,84,64,306,825,70,118,37,97,55,78,51,66,117,27,24,2,66,55,34,2,11,11,325
"513",152,"Hélio Vitor Luiz da Costa Lima",2663,"14/11/1981","AlaArmador",1.87,"2012/2013",6347016,97,77,414,1051,95,170,46,108,86,109,32,88,120,154,50,2,89,101,45,8,0,0,551
"514",153,"Frederico Lima Santos",2491,"08/06/1980","Armador",1.84,"2012/2013",5768501.05,103,66,241,707,47,122,30,76,57,80,10,67,77,84,24,1,59,94,34,5,0,0,268
"515",154,"Jefferson William Andrade da Silva Antônio",2698,"29/03/1983","AlaPivo",2.07,"2012/2013",7771221.35,88,76,616,1620,155,285,62,170,120,148,62,191,253,45,35,29,92,133,82,12,4,4,643
"516",155,"Luiz Felipe Campos Lemes",2696,"06/10/1980","AlaArmador",1.9,"2012/2013",3698511.75,106,86,202,571,45,87,29,72,25,30,13,51,64,50,12,1,54,33,27,0,0,0,216
"517",159,"William Fournou Drudi",2673,"22/09/1981","Pivo",2.02,"2012/2013",6974437.2,68,69,545,1258,227,373,1,8,88,117,63,152,215,28,19,6,100,92,35,11,4,4,622
"518",165,"Leandro Da Cruz Silva",2661,"15/05/1981","AlaPivo",2.03,"2012/2013",3446334.8,93,82,172,470,13,31,44,90,14,22,21,43,64,20,12,4,48,37,13,3,1,1,194
"519",166,"Vinícius Villela Gobor",2509,"03/09/1990","Armador",NA,"2012/2013",3953431.1,80,86,87,254,20,45,10,25,17,27,1,23,24,21,8,0,38,27,18,1,0,0,82
"520",167,"Rodrigo César Silva",2256,"28/02/1988","AlaPivo",2.05,"2012/2013",95.55,92,90,23,67,10,19,1,2,0,0,9,18,27,2,3,1,5,2,3,2,0,0,43
"521",168,"Guilherme Santos Hubner",2662,"28/04/1987","AlaPivo",2.1,"2012/2013",5449921.95,85,86,210,457,91,137,0,1,28,41,33,64,97,14,10,15,79,34,21,3,13,13,271
"522",174,"Alessandro Magno Rocha Dos Santos",2487,"07/05/1977","AlaPivo",2.03,"2012/2013",3379604.8,102,76,289,776,72,134,27,74,64,76,30,128,158,40,39,6,109,63,54,16,12,12,366
"523",175,"Thiago Farias Mathias Rosa",2484,"28/07/1989","Pivo",NA,"2012/2013",5421984.65,93,86,191,474,81,131,0,3,29,48,48,116,164,14,20,41,78,37,26,17,14,14,348
"524",178,"Marcos Vinícius Inácio",2503,"10/08/1984","Pivo",2.05,"2012/2013",4692692.5,72,68,246,587,76,144,6,16,76,93,31,60,91,24,19,9,97,65,28,8,18,18,277
"525",180,"Fernando Carneiro Coloneze",2456,"13/07/1978","Pivo",2.07,"2012/2013",2642286.3,85,83,127,370,39,87,0,0,49,69,34,43,77,17,7,3,44,49,7,7,6,6,176
"526",182,"Guilherme Frantz Teichmann",2688,"03/09/1983","AlaPivo",2.04,"2012/2013",7731602.9,78,71,370,1102,136,252,19,80,41,100,50,221,271,112,67,45,122,92,67,7,46,46,609
"527",187,"Murilo Becker da Rosa",2698,"14/07/1983","Pivo",2.08,"2012/2013",6409017.55,88,76,496,1045,172,278,8,42,128,170,65,148,213,33,25,24,91,148,63,7,7,7,566
"528",190,"Chinwuba Uzoma Jeffersom Agba",2701,"12/01/1980","Pivo",2.08,"2012/2013",7380560.2,80,77,427,1037,177,304,0,4,73,105,86,179,265,31,14,10,97,94,43,11,24,24,562
"529",191,"Rafael Paulo De Lara Araújo",2509,"12/10/1980","Pivo",2.12,"2012/2013",6059834.15,80,86,454,1232,156,318,4,17,130,156,82,189,271,38,24,8,99,129,70,21,3,3,547
"530",192,"Larry James Taylor Jr",2701,"03/10/1980","Armador",NA,"2012/2013",8339023.25,80,77,585,1561,165,332,47,128,114,130,60,130,190,166,66,5,69,142,72,16,0,0,686
"531",203,"Wagner de Carvalho França Mattos",2691,"21/09/1982","NOTFOUND",NA,"2012/2013",6044318.3,84,64,264,687,98,189,0,7,68,104,60,126,186,38,21,12,110,103,40,10,3,3,375
"532",210,"Paulo Heitor Boracini",2683,"26/12/1984","AlaArmador",NA,"2012/2013",6142544.4,92,85,444,1191,96,170,52,148,96,121,33,105,138,116,36,0,90,107,78,10,0,0,482
"533",214,"Fúlvio Chiantia de Assis",2698,"15/08/1981","Armador",NA,"2012/2013",10069232,88,76,521,1338,87,169,72,181,131,152,33,153,186,331,59,2,115,158,137,21,0,0,756
"534",241,"André Luiz Brugger De Mello Rodrigues",2690,"02/04/1981","Armador",1.93,"2012/2013",5930905.6,80,76,403,1028,62,134,69,140,72,93,9,72,81,75,23,8,53,65,46,5,0,0,390
